Date : 2024-01-22 12:21:42
Directory : g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib
Total : 428 files,  35421 codes, 373 comments, 5905 blanks, all 41699 lines

Languages
+----------+------------+------------+------------+------------+------------+
| language | files      | code       | comment    | blank      | total      |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\order\domain\model\review_body.dart                                   | Dart     |         34 |          0 |          5 |         39 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\order\domain\model\review_model.dart                                  | Dart     |        184 |          0 |         10 |        194 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\order\domain\repo\order_repo.dart                                     | Dart     |        138 |          0 |         26 |        164 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\order\domain\repo\order_repo_interface.dart                           | Dart     |          3 |          0 |          2 |          5 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\order\domain\service\order_service.dart                               | Dart     |          0 |          0 |          1 |          1 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\order\domain\service\order_service_interface.dart                     | Dart     |          2 |          0 |          1 |          3 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\order\provider\order_provider.dart                                    | Dart     |        290 |          0 |         57 |        347 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\order\view\order_details_screen.dart                                  | Dart     |        223 |          0 |         88 |        311 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\order\view\order_screen.dart                                          | Dart     |         74 |          0 |         18 |         92 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\order\widget\cal_chat_widget.dart                                     | Dart     |         49 |          0 |          4 |         53 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\order\widget\cancel_and_support_center.dart                           | Dart     |         52 |          0 |         12 |         64 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\order\widget\cancel_order_dialog.dart                                 | Dart     |         92 |         11 |         17 |        120 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\order\widget\icon_with_text_row.dart                                  | Dart     |         26 |          0 |          5 |         31 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\order\widget\order_details_top_portion_widget.dart                    | Dart     |         58 |          0 |          5 |         63 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\order\widget\order_details_widget.dart                                | Dart     |        232 |          2 |         50 |        284 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\order\widget\order_shimmer.dart                                       | Dart     |         63 |          0 |          3 |         66 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\order\widget\order_type_button.dart                                   | Dart     |         37 |         11 |          5 |         53 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\order\widget\order_widget.dart                                        | Dart     |         86 |          0 |         17 |        103 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\order\widget\ordered_product_list.dart                                | Dart     |         27 |          0 |          3 |         30 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\order\widget\payment_info.dart                                        | Dart     |         32 |          0 |          9 |         41 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\order\widget\refunded_status_bottom_sheet.dart                        | Dart     |        204 |          0 |         77 |        281 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\order\widget\review_dialog.dart                                       | Dart     |        283 |          1 |         52 |        336 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\order\widget\seller_section.dart                                      | Dart     |         56 |          0 |          6 |         62 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\order\widget\shipping_and_billing_widget.dart                         | Dart     |         97 |          1 |         28 |        126 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\order\widget\shipping_info.dart                                       | Dart     |         41 |          0 |          8 |         49 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\product\domain\model\home_category_product_model.dart                 | Dart     |         42 |          0 |          7 |         49 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\product\domain\model\most_demanded_product_model.dart                 | Dart     |         38 |          0 |          4 |         42 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\product\domain\model\product_details_model.dart                       | Dart     |        634 |          0 |         46 |        680 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\product\domain\model\product_model.dart                               | Dart     |        415 |          0 |         60 |        475 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\product\domain\repo\home_category_product_repo.dart                   | Dart     |         17 |          0 |          2 |         19 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\product\domain\repo\product_details_repo.dart                         | Dart     |         60 |          0 |          7 |         67 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\product\domain\repo\product_repo.dart                                 | Dart     |        160 |          1 |         24 |        185 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\product\domain\repo\product_repo_interface.dart                       | Dart     |          3 |          0 |          2 |          5 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\product\domain\repo\search_repo.dart                                  | Dart     |         55 |          0 |         13 |         68 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\product\domain\service\product_service.dart                           | Dart     |          0 |          0 |          1 |          1 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\product\domain\service\product_service_interface.dart                 | Dart     |          0 |          0 |          1 |          1 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\product\enums\product.dart                                            | Dart     |          4 |          0 |          1 |          5 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\product\provider\home_category_product_provider.dart                  | Dart     |         38 |          0 |         10 |         48 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\product\provider\product_details_provider.dart                        | Dart     |        170 |          0 |         27 |        197 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\product\provider\product_provider.dart                                | Dart     |        361 |         10 |         84 |        455 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\product\provider\search_provider.dart                                 | Dart     |        127 |          0 |         38 |        165 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\product\view\brand_and_category_product_screen.dart                   | Dart     |         62 |          1 |         11 |         74 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\product\view\faq_and_review_screen.dart                               | Dart     |         34 |          0 |         10 |         44 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\product\view\product_details_screen.dart                              | Dart     |        169 |          0 |         34 |        203 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\product\view\product_image_screen.dart                                | Dart     |        102 |          0 |         14 |        116 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\product\view\specification_screen.dart                                | Dart     |         22 |          0 |          9 |         31 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\product\view\view_all_product_screen.dart                             | Dart     |         38 |          0 |          5 |         43 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\product\widget\bottom_cart_view.dart                                  | Dart     |        112 |          0 |         20 |        132 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\product\widget\cart_bottom_sheet.dart                                 | Dart     |        388 |          3 |         54 |        445 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\product\widget\favourite_button.dart                                  | Dart     |         45 |          0 |          6 |         51 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\product\widget\featured_product_view.dart                             | Dart     |         80 |          0 |         13 |         93 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\product\widget\home_category_product_view.dart                        | Dart     |         65 |          0 |          6 |         71 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\product\widget\latest_product_view.dart                               | Dart     |         48 |          0 |         12 |         60 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\product\widget\latest_product_widget.dart                             | Dart     |        105 |          1 |         24 |        130 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\product\widget\most_searching_product_list_view.dart                  | Dart     |         53 |          0 |          4 |         57 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\product\widget\product_image_view.dart                                | Dart     |        170 |          0 |         20 |        190 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\product\widget\product_specification_view.dart                        | Dart     |         48 |          0 |         13 |         61 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\product\widget\product_title_view.dart                                | Dart     |        173 |          0 |         32 |        205 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\product\widget\products_view.dart                                     | Dart     |         81 |          0 |         17 |         98 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\product\widget\promise_screen.dart                                    | Dart     |         38 |          0 |          6 |         44 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\product\widget\recommended_product_view.dart                          | Dart     |        150 |          0 |         37 |        187 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\product\widget\refund_request_bottom_sheet.dart                       | Dart     |        178 |          0 |         25 |        203 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\product\widget\related_product_view.dart                              | Dart     |         30 |          0 |          4 |         34 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\product\widget\review_section.dart                                    | Dart     |         53 |          0 |         10 |         63 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\product\widget\review_widget.dart                                     | Dart     |        125 |          0 |         14 |        139 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\product\widget\seller_view.dart                                       | Dart     |        143 |          0 |         19 |        162 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\product\widget\youtube_video_widget.dart                              | Dart     |         74 |          1 |         12 |         87 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\profile\domain\model\user_info_model.dart                             | Dart     |         91 |          0 |          7 |         98 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\profile\domain\repo\profile_repo.dart                                 | Dart     |         68 |          0 |         12 |         80 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\profile\domain\repo\profile_repo_interface.dart                       | Dart     |          0 |          0 |          1 |          1 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\profile\domain\service\profile_service.dart                           | Dart     |          2 |          0 |          1 |          3 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\profile\domain\service\profile_service_interface.dart                 | Dart     |          2 |          0 |          1 |          3 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\profile\provider\profile_provider.dart                                | Dart     |         90 |          0 |         23 |        113 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\profile\view\profile_screen.dart                                      | Dart     |        264 |          0 |         44 |        308 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\refer_and_earn\refer_and_earn_screen.dart                             | Dart     |         85 |          0 |         15 |        100 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\refer_and_earn\widgets\refer_hint_view.dart                           | Dart     |         48 |          0 |          9 |         57 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\search\model\suggestion_product_model.dart                            | Dart     |         21 |          0 |          8 |         29 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\search\search_screen.dart                                             | Dart     |        128 |          0 |         19 |        147 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\search\widget\partial_matched.dart                                    | Dart     |        156 |          0 |         14 |        170 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\search\widget\search_filter_bottom_sheet.dart                         | Dart     |        150 |          0 |         28 |        178 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\search\widget\search_product_widget.dart                              | Dart     |         79 |          0 |         14 |         93 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\setting\settings_screen.dart                                          | Dart     |         68 |          0 |         15 |         83 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\shop\domain\model\seller_model.dart                                   | Dart     |        229 |          0 |         19 |        248 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\shop\domain\model\top_seller_model.dart                               | Dart     |        142 |          0 |          9 |        151 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\shop\domain\repo\shop_repo.dart                                       | Dart     |         24 |          0 |          2 |         26 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\shop\domain\repo\top_seller_repo.dart                                 | Dart     |         16 |          0 |          2 |         18 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\shop\domain\service\shop_service.dart                                 | Dart     |          0 |          0 |          1 |          1 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\shop\domain\service\shop_service_interface.dart                       | Dart     |          0 |          0 |          1 |          1 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\shop\provider\shop_provider.dart                                      | Dart     |         49 |          0 |         10 |         59 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\shop\provider\top_seller_provider.dart                                | Dart     |         26 |          0 |          8 |         34 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\shop\view\all_shop_screen.dart                                        | Dart     |         21 |          0 |          2 |         23 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\shop\view\overview_screen.dart                                        | Dart     |         96 |          0 |         13 |        109 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\shop\view\shop_screen.dart                                            | Dart     |        157 |          0 |         20 |        177 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\shop\widget\more_store_list_view.dart                                 | Dart     |         33 |          0 |          4 |         37 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\shop\widget\seller_card.dart                                          | Dart     |        139 |          0 |         24 |        163 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\shop\widget\shop_coupon_item_widget.dart                              | Dart     |         99 |          0 |         26 |        125 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\shop\widget\shop_featured_product_list_view.dart                      | Dart     |         41 |          0 |          4 |         45 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\shop\widget\shop_info_widget.dart                                     | Dart     |        131 |          0 |         24 |        155 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\shop\widget\shop_product_view_list.dart                               | Dart     |         42 |          0 |          4 |         46 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\shop\widget\shop_recommanded_product_list.dart                        | Dart     |         41 |          0 |          4 |         45 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\shop\widget\top_seller_view.dart                                      | Dart     |         78 |          0 |         17 |         95 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\splash\domain\model\config_model.dart                                 | Dart     |        465 |          0 |         65 |        530 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\splash\domain\repo\splash_repo.dart                                   | Dart     |         38 |          0 |         15 |         53 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\splash\provider\splash_provider.dart                                  | Dart     |         93 |          0 |         17 |        110 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\splash\view\splash_screen.dart                                        | Dart     |        108 |          0 |         13 |        121 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\splash\widget\splash_painter.dart                                     | Dart     |         22 |          0 |          5 |         27 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\support\domain\model\support_reply_model.dart                         | Dart     |         31 |          0 |          5 |         36 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\support\domain\model\support_ticket_body.dart                         | Dart     |         30 |          0 |          5 |         35 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\support\domain\model\support_ticket_model.dart                        | Dart     |         70 |          0 |          5 |         75 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\support\domain\repo\support_ticket_repo.dart                          | Dart     |         77 |          0 |         11 |         88 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\support\domain\service\support_ticket_service.dart                    | Dart     |          2 |          0 |          1 |          3 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\support\domain\service\support_ticket_service_interface.dart          | Dart     |          2 |          0 |          1 |          3 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\support\provider\support_ticket_provider.dart                         | Dart     |        115 |          0 |         21 |        136 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\support\view\add_ticket_screen.dart                                   | Dart     |        152 |          0 |         19 |        171 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\support\view\support_conversation_screen.dart                         | Dart     |        151 |          0 |         27 |        178 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\support\view\support_ticket_screen.dart                               | Dart     |         60 |          0 |          8 |         68 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\support\widget\priority_bottom_sheet.dart                             | Dart     |         50 |          0 |          3 |         53 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\support\widget\support_ticket_item.dart                               | Dart     |         80 |          0 |         12 |         92 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\support\widget\support_ticket_shimmer.dart                            | Dart     |         45 |          0 |          4 |         49 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\support\widget\support_ticket_type_widget.dart                        | Dart     |         80 |          0 |         12 |         92 |
| g:\codecanyon-PCAdfcae-SwiftTech-multivendor-ecommerce-complete-ecommerce-mobile-app-web-and-admin-panel\Wave Mall\lib\features\tracking\view\tracking_result_screen.dart                             | Dart     |        118 |          0 |         23 |        141 |
